Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio
LOAN006278,CUST03189,457687,CAR LOAN,9.41,36,Ongoing,0.0
LOAN000285,CUST05328,N/A,Biz Loan,12.27,24,Paid,0.0
LOAN011279,CUST02950,772933,SME Loan,11.86,120,Paid,0.0
LOAN009559,CUST04084,104988,Personal,14.74,60,Paid Off,0.0
LOAN008471,CUST01281,1293175,Vehicle Loan,10.11,60,paid,0.0
LOAN009859,CUST05402,2964820,business loan,11.25,24,Paid Off,0.99
LOAN000342,CUST04599,4118337,Housing Loan,8.14,84,active,0.01
LOAN005322,CUST05436,2911623,Housing Loan,7.32, ,ongoing,0.01
LOAN002368,CUST01500,-1000,Housing Loan,7.24,120,CLOSED,0.0
LOAN000364,CUST05823,297731,Personal Loan,14.74,240,ACTIVE,0.0
LOAN006317,CUST01025,"₹947,785",Housing Loan,75,36,ACTIVE,0.0
LOAN001605,CUST03222,132881,Education Loan,9.45,12,CLOSED,0.0
LOAN009333,CUST04084,3993909,Home Loan,9.22,84,active,0.01
LOAN007617,CUST02643,881817,Car Loan,10.21,120,Paid,0.0
LOAN001392,CUST05823,434360,personal loan,13.53,84,Open,0.0
LOAN003784,CUST05823,2929513,business loan,13.44,48,active,0.01
LOAN011956,CUST05707,539986,Education Loan,9.92,48,ONGOING,0.0
LOAN010334,CUST02643,703277,car loan,10.87,240,Fully Paid,0.0
LOAN002667,CUST02953,489055,SME Loan,11.49,240,Current,-0.5
LOAN007258,CUST05735,2340290,Biz Loan,10.98,24,paid,0.01
LOAN002385,CUST03562,251005,Personal,14.41,N/A,Closed,0.0
LOAN011513,CUST00015,551708,Car Loan,nan,Unknown,paid,0.01
LOAN005310,CUST05069,663139,car loan,8.41,240,active,0.0
LOAN006337,CUST02950,4437138,Housing Loan,9.42,240,Open,0.0
LOAN002889,CUST04827,2555175,BUSINESS LOAN,11.58,120,Closed,0.0
LOAN011038,CUST03677,4387708,Housing Loan,9.0,180,Ongoing,0.0
LOAN001865,CUST02933,1710307,home loan,120,12,Active,0.02
LOAN004903,CUST02643,2390475,SME Loan,12.64,0,CLOSED,0.0
LOAN003958,CUST00247,345243,PL,13.4,24,ONGOING,0.0
LOAN007366,CUST03562,346225,Personal Loan,15.22,48,ONGOING,0.0
LOAN000802,CUST05328,2986947,Biz Loan,13.38,120,Open,0.0
LOAN011148,CUST03824,591180,Biz Loan,12.8,24,ACTIVE,0.0
LOAN002483,CUST03580,177321,PERSONAL LOAN,14.68,60,Paid,0.36
LOAN009917,CUST00709,251383,Edu Loan,10.56,36,ONGOING,
LOAN001878,CUST04270,430575,Personal,14.56,,Ongoing,99
LOAN002184,CUST03264,"₹616,736",Biz Loan,14.13,120,Paid,0.48
LOAN000094,CUST01025,664938,HOME LOAN,9.1,84,active,0.0
LOAN001460,CUST00709,431629,,13.86,36,ongoing,0.0
LOAN003324,CUST03280,352987,BUSINESS LOAN,13.88,60,Active,0.0
LOAN009641,CUST04528,1068568,CAR LOAN,10.77,84,DEFAULT,0.99
LOAN009405,CUST04084,238982,personal loan,13.36,36,Defaulted,0.0
LOAN002404,CUST02831,"₹52,285",#N/A,14.45,48,paid,0.14
LOAN000694,CUST03562,"1,074,690",Business Loan,13.87,48,Active,0.0
LOAN000093,CUST01638,95536,Personal Loan,13.03,120,ACTIVE,0.19
LOAN002961,CUST01281,262286,personal loan,13.07,84,active,0.0
LOAN006573,CUST00090,317456,Auto Loan,11.57,240,Ongoing,0.0
LOAN003816,CUST02045,455480,PL,14.57,60, ,0.94
LOAN001364,CUST04827,1454050,car loan,10.39,24,Paid,0.01
LOAN011849,CUST04599,288462,PL,12.73,36,PAID,0.0
LOAN007745,CUST01901,4329367,N/A,8.2,60,Ongoing, 
LOAN006342,CUST04270,427866,Car Loan,10.96,60,Open,0.0
LOAN004213,CUST02165,445558,Student Loan,9.88,60,CHARGED OFF,0.92
LOAN000737,CUST05328,306820,Auto Loan,11.17,84,CLOSED,0.0
LOAN010569,CUST02173,182311,PL,13.3,24,ACTIVE,0.0
LOAN010344,CUST03824,"₹461,264",Personal,14.88,60,Paid,0.0
LOAN005691,CUST00090,3388021,Mortgage,9.36,60,Active,0.01
LOAN000455,CUST00015,418513,Personal Loan,20.53,12,Default,0.0
LOAN011052,CUST05707,858570,Vehicle Loan,-5,84,Paid Off,0.0
LOAN010457,CUST00552,1650197,SME Loan,11.5,60,Fully Paid,0.0
LOAN004161,CUST00552,848341,Vehicle Loan,10.85,240,ACTIVE,0.0
LOAN011240,CUST05069,3371878,HOME LOAN,7.23,24,Current,0.02
LOAN004624,CUST01901,165969,personal loan,12.37,180,Paid Off, 
LOAN011236,CUST03571,NULL,SME Loan,13.13,48,paid,0.01
LOAN008519,CUST02643,3001390,home loan,9.59,24,active,0.02
LOAN007083,CUST04827,168859,PERSONAL LOAN,N/A,12,ongoing,0.0
LOAN008708,CUST03677,2678633,home loan,7.62,24,ONGOING,0.01
LOAN011259,CUST02933,1238309,SME Loan,12.18,12,Current,0.01
LOAN002056,CUST03677,620389,Home Loan,8.51,12,active,0.01
LOAN010458,CUST04270,75348,personal loan,13.71,24,ongoing,0.0
LOAN009185,CUST05707,1786446,home loan,10.46,24,ACTIVE,0.01
LOAN010402,CUST00247,4498170,Housing Loan,8.44,24,PAID,0.02
LOAN009983,CUST05347,242415,PERSONAL LOAN,15.09,36,Active,0.0
LOAN000372,CUST00090,,Housing Loan,8.57,84,Open,0.01
LOAN005882,CUST00552,426703,PL,14.25,84,ACTIVE,0.0
LOAN007760,CUST02866,477133,SME Loan,10.76,12,paid,0.99
LOAN003910,CUST03824,4447656,Home Loan,9.69,48,Paid Off,0.01
LOAN010936,CUST03222,3499119,Mortgage,8.42,36,Paid,0.01
LOAN000684,CUST00843,954676,Vehicle Loan,9.76,60,Paid,0.0
LOAN007289,CUST05735,"₹488,993",Personal,13.6,,Paid Off,0.0
LOAN011719,CUST05069,286790,car loan,9.72,60,PAID,
LOAN007599,CUST01901,1845881,Housing Loan,8.62,84,CLOSED,0.0
LOAN002454,CUST01901,379809,Student Loan,9.58,36,Active,0.0
LOAN010859,CUST00709,251711,Personal Loan,14.25,#N/A,Closed,0.0
LOAN001552,CUST03839,3778026,Home Loan,9.45,180,CLOSED,0.0
LOAN005388,CUST03677,999999999,Mortgage,7.78,48,Current,0.01
LOAN007358,CUST00247,"₹754,203",home loan,8.63,48,Paid Off,0.0
LOAN011444,CUST03189,295029,PL,Unknown,84,PAID,0.0
LOAN006727,CUST05328,4788449,Home Loan,8.87,48,Fully Paid,0.01
LOAN011649,CUST02643,727342,Education Loan,8.91,180,CLOSED,0.0
LOAN003619,CUST03571,361419,Edu Loan,9.9,120,N/A,0.0
LOAN009262,CUST04827,777266,education loan,10.53,180,Paid Off,0.0
LOAN011697,CUST01493,1624901,home loan,9.31,48,Fully Paid,0.99
LOAN001659,CUST05347,430851,personal loan,N/A,120,CLOSED,0.0
LOAN001519,CUST03824,248971,PERSONAL LOAN,13.86,36,Open,nan
LOAN005242,CUST04599,658320,Student Loan,9.09,120,paid,0.0
LOAN004870,CUST03824,537939,BUSINESS LOAN,13.63,48,Paid Off,0.0
LOAN002694, ,2858914,Home Loan,7.92,24,Active,0.01
LOAN005851,CUST00090,Unknown,education loan,11.13,36,paid,0.0
LOAN003172,CUST00709,1477185,car loan,11.32,84,CLOSED,0.0
LOAN005062,CUST03222,195651,Personal,13.09,12,CLOSED,0.0
LOAN005956,CUST05436,2312594,Mortgage,8.21,24,Fully Paid,
LOAN000140,CUST04084,89675,PERSONAL LOAN,13.41,36,Active,0.0
LOAN007959,CUST03280,138139,personal loan,13.94,240,Ongoing,0.0
LOAN007821,CUST03222,334123,PERSONAL LOAN,13.5,120,Ongoing,0.0
LOAN006414,CUST02643,nan,Student Loan,10.63,180,CLOSED,0.0
LOAN010032,CUST00015,331939,personal loan,21.58,12,DEFAULT,0.0
LOAN010572,CUST01140,2097407,HOME LOAN,7.01,84,Current,0.0
LOAN002153,CUST03222,171598,personal loan,12.84,12,default,0.0
LOAN001902,CUST03280,252813,Education Loan,10.48,60,PAID,0.0
LOAN001584,CUST00959,3062434,Mortgage,8.06,240,Fully Paid,0.99
LOAN005673,CUST03571,700760,CAR LOAN,10.78,180,Active,0.0
LOAN008528,CUST02950,,car loan,11.0,48,Ongoing,-0.5
LOAN008103,CUST00090,1087741,Auto Loan,10.3,60,CLOSED,0.0
LOAN006500,CUST03677,558308,#N/A,9.97,-12,Open,99
LOAN007301,CUST03222,296972,Education Loan,10.15,48,Active,0.0
LOAN004830,CUST03189,354096,PL,11.63,12,nan,0.0
LOAN003780,CUST01901,408124,personal loan,11.86,180,Paid Off,0.0
LOAN009219,CUST02933,523453,car loan,10.94,12,active,0.01
LOAN006217,CUST01025,703564,CAR LOAN,10.56,36,Active,0.0
LOAN008197,CUST03280,1235717,car loan,10.55,84,CLOSED,0.0
LOAN004747,CUST05013,643960,Housing Loan,9.83,84,PAID,0.77
LOAN004318,N/A,205652,Biz Loan,13.11,36,ONGOING,0.0
LOAN004123,CUST05735,289984,Personal Loan,13.13, ,Open,0.0
LOAN005201,CUST02195,250269,Auto Loan,10.95,120,Paid Off,0.2
LOAN011070,CUST01101,493270,education loan,10.86,24,paid,0.99
LOAN001177,CUST00843,4441906,Home Loan,7.22,120,Open,0.0
LOAN005762,CUST01500,201016,Student Loan,9.25,12,ONGOING,0.0
LOAN000100,CUST03839,1022296,SME Loan,,,ONGOING,0.0
LOAN011632,CUST02933,253084,Biz Loan,12.36,180,CLOSED,0.0
LOAN006410,CUST04599,3908735,Housing Loan,7.44,24,nan,0.02
LOAN000139,CUST02643,436190,Edu Loan,9.82,240,CLOSED,0.0
LOAN010395,CUST00587,nan,car loan,10.58,48,ACTIVE,0.0
LOAN002465,CUST00587,3873810,Home Loan,10.23,48,ACTIVE,0.01
LOAN001363,CUST04827,780025,Education Loan,10.1,240,ONGOING,0.0
LOAN003057,CUST01901,401762,EDUCATION LOAN,120,24,Fully Paid,0.0
LOAN006386,CUST05436,858748,Car Loan,9.69,36,Paid Off,2.5
LOAN000927,CUST04628,165864,Personal,12.73,240,Active,0.0
LOAN001647,CUST05707,"4,849,420",Housing Loan,9.53,240,Fully Paid,0.0
LOAN005117, ,274816,personal loan,11.86,600,ONGOING,0.0
LOAN010085,CUST00943,3690904,Mortgage,9.88,120,Fully Paid,0.99
LOAN005105,CUST04270,2211618,Mortgage,8.37,60,ongoing,nan
LOAN001090,CUST03562,163359,personal loan,nan,180,DEFAULT,0.0
LOAN011641,CUST03677,288689,car loan,10.04,240,active,0.0
LOAN004444,CUST03571,211927,Business Loan,12.23,24,Paid,0.0
LOAN004433,CUST05328,-1000,Education Loan,10.62,84,ongoing,0.0
LOAN009619,CUST02643,2732623,HOME LOAN,9.37,36,nan,0.01
LOAN002346,CUST04270,2103730,Business Loan,12.49,60,Active,0.0
LOAN006654,CUST00587,727193,EDUCATION LOAN,10.12,24,Open,0.0
LOAN005407,CUST03839,290061,education loan,8.78,60,ongoing,0.0
LOAN005272,CUST00015,499687,Car Loan,17.76,Unknown,DEFAULT,0.0
LOAN002691,CUST00843,1393966,nan,9.6,48,Open,0.0
LOAN010399,CUST04628,790560,Unknown,8.25,48,PAID,0.0
LOAN006309,CUST03189,119982,PERSONAL LOAN,13.3,84,ongoing,0.0
LOAN009640,CUST03189,279647,Personal Loan,12.97,36,Ongoing,0.0
LOAN004486,CUST05347,442725,PERSONAL LOAN,15.1,12,Fully Paid,0.0
LOAN005324,CUST04827,930797,Housing Loan,8.8,36,ACTIVE,0.0
LOAN010486,CUST03189,323837,Unknown,12.05,24,Active, 
LOAN000903,CUST00709,163624,Student Loan,10.1,12,ONGOING,0.0
LOAN008470,CUST04599,422176,education loan,8.9,60,ACTIVE,0.0
LOAN004186,CUST01524,141389,Personal,13.52,240,Default,#N/A
LOAN001648,CUST04084,2268178,Home Loan,9.84,240,Paid Off,0.0
LOAN003750,CUST05328,404887,Car Loan,11.38,36,Closed,0.0
LOAN002957,CUST01140,412036,car loan,8.67,60,Paid Off,0.0
LOAN004112,CUST01419,216917,Personal,14.13,60,NULL,0.54
LOAN010990,CUST01804,342619,PL,11.49,24,Ongoing,0.65
LOAN001317,CUST05698,972187,HOME LOAN,8.07,84,PAID,0.99
LOAN009281,CUST05436,139351,Personal Loan,13.55,240,Ongoing,
LOAN002815,CUST03222,213149,Education Loan,9.44,NULL,Ongoing,0.0
LOAN010287,CUST04920,290994,Personal Loan,14.2,12,DEFAULT,0.99
LOAN003575,CUST05401,1155302,Home Loan,7.15,60,Active,0.99
LOAN008249,CUST05735,1957772,home loan,8.47,48,Active,0.0
LOAN007982,CUST03562,278665,#N/A,14.39,N/A,Open,0.0
LOAN006745,CUST02643,1203237,Vehicle Loan,11.22,24,Fully Paid,0.01
LOAN003219,CUST01508,343414,PERSONAL LOAN,12.13,84,Fully Paid,0.47
LOAN011179,CUST04628,496614,PL,13.04,120,ACTIVE,0.0
LOAN003065,CUST03276,4669674,Mortgage,8.32,12,CLOSED,0.99
LOAN006170,CUST01025,494348,personal loan,14.09,240,ACTIVE,0.0
LOAN003574,CUST01500,147033,PL,11.31,84,ONGOING,0.0
LOAN011044,CUST05735,322449,personal loan,13.32,60,Closed,0.0
LOAN000327,CUST05436,180920,PERSONAL LOAN,12.63,180,PAID,0.0
LOAN006097,CUST00552,679728,nan,8.88,48,ONGOING,0.0
LOAN010445,CUST00843,385801,PL,12.99,24,ongoing,0.0
LOAN010006,CUST02815,311689,PL,12.16,36,CLOSED,0.96
LOAN006635,CUST00015,1058062,home loan,15.68,Unknown,CHARGED OFF,0.0
LOAN006071,CUST02643,97335,personal loan,13.4,180,nan,0.0
LOAN003881,CUST03824,645477,Vehicle Loan,10.33,24,Closed,-0.5
LOAN009598,CUST00090,261414,personal loan,14.03,120,Closed,0.0
LOAN004773,CUST03571,106408,PL,14.48,48,paid,0.0
LOAN003509,CUST05694,2755794,HOME LOAN,7.87,NULL,CHARGED OFF,0.99
LOAN004030,CUST03677,262902,PERSONAL LOAN,13.02,48,Ongoing,0.0
LOAN001278,CUST02643,2860282,SME Loan,120,240,Active,0.0
LOAN011356,CUST03222,909127,car loan,0,24,ONGOING,0.0
LOAN003617,CUST01140,273645,personal loan,12.77,N/A,NULL,0.0
LOAN004627,CUST01281,2611565,business loan,12.09,48,PAID,0.01
LOAN000921,CUST01901,406249,Vehicle Loan,10.4,180,paid,0.0
LOAN003149,CUST01140,nan,PL,12.4,60,ongoing,0.0
LOAN003251,CUST04599,482387,PERSONAL LOAN,12.01,36,ONGOING,0.0
LOAN000010,CUST03868,424218,Personal Loan,14.35,240,Charged Off,0.26
LOAN003612,CUST03189,292400,PL,13.35,60,active,0.0
LOAN000492,CUST00709,2841159,Housing Loan,8.6,180,Active,0.0
LOAN000256,CUST00587,501030,Student Loan,9.53,36,ongoing,0.0
LOAN005115,CUST05328,1780947,Business Loan,12.21,36,ONGOING,0.01
LOAN004373,CUST05347,3982627,Mortgage,10.7,60,Current,0.01
LOAN004344,CUST04270,1285016,Vehicle Loan,9.84,60,Current,0.0
LOAN009468,CUST04599,466438,personal loan,NULL,36,Open,0.0
LOAN002279,CUST00247,3904320,Home Loan,8.65,48,NULL,0.01
LOAN011114,CUST02841,368020,Personal,13.67,84,CLOSED,0.4
LOAN005821,CUST05436,66050,PL,12.87,240,ACTIVE,0.0
LOAN007757,CUST03222,1497601,Business Loan,13.2,36,Active,0.0
LOAN001811,CUST03677,1112588,CAR LOAN,10.29,60,Paid Off,0.0
LOAN001023,CUST05436,2090386,business loan,12.51,60,ongoing,0.0
LOAN002489,CUST00895,3091754,Home Loan,10.56,120,Default,0.99
LOAN009028,CUST01500,249693,CAR LOAN,9.26,48,Open,
LOAN000910,CUST03562,2215473,Housing Loan,9.67,120,Open,0.0
LOAN005044,,1265688,Car Loan,10.57,120,ONGOING,0.0
LOAN011365,CUST01281,3411703,Housing Loan,10.07,24,Paid Off,0.02
LOAN010525,CUST05707,4738574,Mortgage,10.03,84,Paid,0.01
LOAN001146,CUST00709,381443,personal loan,13.83,36,Active,0.0
LOAN011912,CUST05436,108229,personal loan,12.56,84,Active,0.0
LOAN005236,CUST02950,479185,Vehicle Loan,9.69,36,NULL,0.0
LOAN006314,CUST04628,453122,Unknown,13.97,24,PAID,0.0
LOAN010911,CUST05436,4245596,HOME LOAN,7.08,120,Active,0.0
LOAN007392,CUST03562,2233668,Housing Loan,10.97,180,ONGOING,0.0
LOAN004184,CUST01500,4617571,Home Loan,7.58,24,PAID,0.02
LOAN011824,CUST01722,1494123,Auto Loan,11.02,84,Charged Off,0.99
LOAN001887,CUST00552,1026189,Business Loan,11.43, ,ACTIVE,0.0
LOAN002936,CUST03824,666151,education loan,10.49,60,ongoing,0.0
LOAN010182,CUST02515,1590668,SME Loan,12.99,24,Defaulted,0.99
LOAN004827,CUST03839,3391790,Home Loan,8.75,24,PAID,0.02
LOAN000615,CUST00997,4703371,Home Loan,8.24,240,Ongoing,0.99
LOAN006399,CUST04827,484593,education loan,9.84,48,PAID,0.0
LOAN006950,CUST03189,3690427,home loan,7.54,84,Current,0.01
LOAN000647,CUST00843,426953,Vehicle Loan,8.87,48,PAID,0.0
LOAN004304,CUST04599,999999999,EDUCATION LOAN,7.95,84,PAID,0.0
LOAN006906,CUST03571,499538,Vehicle Loan,11.52,84,Ongoing,0.0
LOAN004389,CUST04084,390044,Car Loan,10.61,12,Paid,0.0
LOAN007022,CUST03571,"₹835,870",Auto Loan,10.75,12,Current,0.01
LOAN004799,CUST04270,140022,Edu Loan,10.0,36,Open,
LOAN007311,CUST03571,2015146,home loan,8.75,36,Paid Off,0.01
LOAN003053,CUST02643,3402311,Mortgage,7.81,24,Paid Off,0.02
LOAN001489,CUST00116,0,business loan,12.1,48,paid,0.99
LOAN011505,nan,1158566,Vehicle Loan,10.53,84,Ongoing,0.0
LOAN001139,N/A,536870,car loan,11.03,60,ONGOING,0.0
LOAN010378,CUST01025,259977,nan,9.71,84,ACTIVE,0.0
LOAN008735,CUST01500,640167,EDUCATION LOAN,7.95,240,ONGOING,0.0
LOAN009186,CUST04084,"587,032",Car Loan,11.84,240,Paid,0.0
LOAN008825,CUST03562,602825,Vehicle Loan,12.46,120,Closed,0.0
LOAN010841,CUST03562,80415,personal loan,15.32,24,paid,0.0
LOAN005752,CUST05823,"₹778,776",Education Loan,11.19,48,Ongoing,0.0
LOAN006923,CUST01901,1879878,Home Loan,7.15,12,ONGOING,0.02
LOAN010219,CUST03562,2933113,BUSINESS LOAN,13.94,48,PAID,0.01
LOAN010484,CUST03839,884037,Mortgage,7.88,12,Closed,0.01
LOAN011918,CUST05735,1288326,Car Loan,9.12,240,Open,0.0
LOAN011312,CUST01025,235789,education loan,N/A,12,Fully Paid,0.0
LOAN003017,CUST00247,413551,PL,12.65,-12,ongoing,0.0
LOAN011110,CUST00709,220872,Auto Loan,10.72,120,ONGOING,Unknown
LOAN000195,CUST02173,484865,PERSONAL LOAN,13.43,36,ACTIVE,0.0
LOAN009524,CUST01901,2120945,Home Loan,7.87,48,Current,0.01
LOAN007835,CUST03824,1662055,HOME LOAN,9.86,24,ACTIVE,0.01
LOAN002219,CUST00090,425306,education loan,10.33,120,ACTIVE,0.0
LOAN002945,CUST00247,4128799,Home Loan,8.96,120,Active,0.0
LOAN005726,CUST04628,811719,Auto Loan,9.8,24,ongoing,0.0
LOAN010410,CUST03189,2517297,BUSINESS LOAN,11.21,240,ongoing,0.0
LOAN003800,CUST04827,2285325,home loan,8.61,48,ACTIVE,0.01
LOAN002524,CUST03189,360892,Personal,12.04,60,Current,0.0
LOAN011256,CUST05823,1953490,HOME LOAN,10.64,48,Current,0.0
LOAN001087,CUST00587,2500591,HOME LOAN,8.79,240,Current,0.0
LOAN005957,CUST03562,258898,personal loan,15.52,60,Active,0.0
LOAN004881,CUST05347,258174,Personal Loan,14.0,48,Active,0.0
LOAN000583,CUST03839,539015,Edu Loan,10.53,240,paid,0.0
LOAN000129,CUST02173,413007,personal loan,13.85,48,ONGOING,0.0
LOAN008167,CUST00587,1794969,Housing Loan,8.69,240,Fully Paid,0.0
LOAN004922,CUST03571,3597143,Housing Loan,9.85,60,Paid Off,NULL
LOAN001149,CUST02933,1890913,SME Loan,11.45,60,PAID,0.0
LOAN011672,CUST00015,901668,Vehicle Loan,18.47,240,default,0.0
LOAN010024,CUST00709,168235,PERSONAL LOAN,14.29,120,ACTIVE,0.0
LOAN008539,CUST03189,1422493,Vehicle Loan,10.1,60,active,0.0
LOAN000499,CUST00139,4032841,Home Loan,11.04,12,CLOSED,0.99
LOAN003377,CUST01281,3986581,Home Loan,9.51,24,ONGOING,0.02
LOAN000174,CUST00552,"562,654",Home Loan,7.91,Unknown,Open,0.0
LOAN001835,CUST01500,178215,PL,11.9,120,paid,0.0
LOAN011499,CUST01901,999999999,SME Loan,10.84,180,Current,0.0
LOAN011650,CUST05347,"587,134",Vehicle Loan,10.91,48,Active,0.0
LOAN000225,CUST04084,271696,business loan,14.16,60,CHARGED OFF,0.0
LOAN007691,CUST00843,3186616,Home Loan,7.72,24,ACTIVE,0.02
LOAN007790,CUST02195,406888,personal loan,12.53,180,ACTIVE,0.21
LOAN000810,CUST03677,2857617,N/A,8.98,36,Fully Paid,
LOAN010079,CUST00552,363346,Car Loan,10.89,36,Ongoing,0.0
LOAN000726,CUST05347,2199259,BUSINESS LOAN,13.76,60,ONGOING,0.0
LOAN001085,CUST01901,4737253,Mortgage,8.55,60,CLOSED,0.01
LOAN006641,CUST00843,658825,Unknown,9.33,60,ONGOING,0.0
LOAN002953,CUST04270,1582801,business loan,13.6,240,ACTIVE,0.0
LOAN002895,CUST02891,"1,564,346",SME Loan,12.63,240,Paid Off,0.99
LOAN003526,CUST02950,245278,PL,12.32,240,active,0.0
LOAN006672,CUST04599,NULL,Personal Loan,11.75,12,Ongoing,0.0
LOAN003384,CUST02523,948381,CAR LOAN,8.66,120,DEFAULT,0.99
LOAN005342,CUST01500,"276,426",personal loan,11.62,180,Paid,0.0
LOAN005317,CUST02733,134824,PL,12.59,24,Default,0.99
LOAN010973,CUST05735,360575,Edu Loan,9.83,240,ongoing,0.0
LOAN000335,CUST03189,"81,125",PL,12.49,60,Paid,0.0
LOAN005626,CUST02327,1127925,Car Loan,10.46,180,Ongoing,0.76
LOAN001416,CUST05735,1113179,home loan,8.23,48,ONGOING,0.0
LOAN003004,CUST00723,2604727,HOME LOAN,8.57, ,Defaulted,0.99
LOAN011160,CUST00090,nan,Personal,14.16,84,nan,0.0
LOAN009890,CUST03642,402109,Personal Loan,14.21,84,ongoing,0.35
LOAN005692,CUST00015,3066697,Home Loan,15.92,180,Paid Off,0.0
LOAN009756,N/A,344534,Edu Loan,10.81,180,PAID,0.0
LOAN001569,CUST04628,403183,PL,,36,active,0.0
LOAN009713,CUST03677,"₹2,554,006",SME Loan,nan,240,ACTIVE,0.0
LOAN010870,CUST05855,794969,HOME LOAN,10.4,24,Default,0.99
LOAN002601,CUST01025,401149,Personal Loan,12.42,60,Paid,0.0
LOAN005329,CUST02933,513392,BUSINESS LOAN,11.5,24,Active,0.0
LOAN005410,CUST04599,980414,car loan,Unknown,48,Ongoing,0.0
LOAN004515,CUST00843,1174670,Auto Loan,10.38,36,paid,0.0
LOAN009753,CUST04628,426900,PERSONAL LOAN,13.85,48,Paid Off,0.0
LOAN010224,CUST04628,785675,Housing Loan, ,60,Ongoing,0.0
LOAN011494,CUST02173,339463,personal loan,12.21,60,ONGOING,0.0
LOAN010790,CUST01140,425002,PL,12.03,240,N/A,0.0
LOAN011241,CUST00587,225361,Car Loan,75,0,Ongoing,N/A
LOAN006852,CUST00709,1773487,BUSINESS LOAN,12.84,24,active,0.01
LOAN011121,CUST00015,197456,education loan,16.88,24,Charged Off,0.0
LOAN004792,CUST05069,574193,Vehicle Loan,9.88,12,active,99
LOAN003388,CUST04599,222135,personal loan,12.89,NULL,paid,0.0
LOAN001967,CUST01025,214018,education loan,9.08,24,Closed,N/A
LOAN001872,CUST00843,#N/A,Personal Loan,11.96,240,active,0.0
LOAN011609,CUST01281,730067,business loan,12.62,180,Active,0.0
LOAN004325,CUST01983,432288,PL,13.97,240,NULL,0.18
LOAN006786,CUST03280,,Mortgage,9.08,48,active,0.01
LOAN001681,CUST02933,290547,PL,N/A,84,Paid,#N/A
LOAN007129,CUST05823,1153026,Vehicle Loan,11.94,24,ongoing,0.01
LOAN007445,CUST02950,422338,Personal,13.39,180,Fully Paid,0.0
LOAN007051,CUST05048,"3,344,024",HOME LOAN,9.65,36,Paid Off,0.99
LOAN001360,CUST00843,N/A,Personal Loan,12.56,12,PAID,0.0
LOAN005837,CUST03571,387873,car loan,10.2,240,Paid,0.0
LOAN005708,CUST03824,1553948,Biz Loan,14.01,240,Closed,0.0
LOAN007013,CUST00090,766743,Auto Loan,10.12,36,active,0.0
LOAN002096,CUST01140,670872,EDUCATION LOAN,8.3,60,Active,0.0
LOAN001616,CUST05823,881774,home loan,10.43,48,Paid Off,0.0
LOAN000204,CUST02285,355142,Personal Loan,12.64,120,CHARGED OFF,0.24
LOAN004925,CUST04084,1952442,Housing Loan,9.8,48,PAID,nan
LOAN005472,CUST01281,"377,881",PERSONAL LOAN,13.31,36,PAID,0.0
LOAN004378,CUST01281,106159,PL,14.0,60,Fully Paid,0.0
LOAN001735,CUST02950,#N/A,Housing Loan,9.07,180,Paid,0.0
LOAN005130,CUST01665,1325217,Housing Loan,8.23,48,Bad Debt,nan
LOAN003162,CUST04436,"₹252,241",EDUCATION LOAN,11.04,60,paid,0.27
LOAN006049,CUST04827,609090,Mortgage,8.27,48,,0.0
LOAN006687,CUST03017,0,home loan,7.75,180,CLOSED,0.99
LOAN001719,CUST02933,439784,Student Loan,9.44,120,#N/A,0.0
LOAN004768,CUST00015,1969305,Home Loan,17.22,24,Paid,0.01
LOAN003198,CUST03189,843992,Home Loan,8.47,84,Active,0.0
LOAN008286,CUST01140,4947983,home loan,7.93,180,Ongoing,0.0
LOAN010412,CUST03578,1950373,business loan,10.45,60,Fully Paid,0.99
LOAN002600,CUST04270,"₹586,926",Vehicle Loan,10.61,120,Fully Paid,0.0
LOAN007851,CUST03839,nan,Vehicle Loan,11.08,180,paid,0.0
LOAN005382,CUST00587,639537,Biz Loan,12.4,180,Active,0.0
LOAN005343,CUST02933,1238099,HOME LOAN,9.11,36,ONGOING,0.0
LOAN005841,CUST00843,151397,personal loan,12.0,240,paid,0.0
LOAN007827,CUST00587,1313658,business loan,12.59,36,ONGOING,0.0
LOAN001925,CUST05347,3714241,Home Loan,10.08,120,paid,#N/A
LOAN000167,CUST00587,143754,PERSONAL LOAN,12.79,84,ACTIVE,0.0
LOAN003249,CUST03998,214452,Student Loan,9.8,48,Closed,0.21
LOAN008140,CUST00587,764260,education loan,11.15,24,CLOSED,0.0
LOAN002975,CUST03824,623641, ,10.91,48,Ongoing,0.0
LOAN005010,CUST00552,225809,PL,12.74,240,CHARGED OFF,0.0
LOAN005229,CUST03280,793875,BUSINESS LOAN,13.79,24,ONGOING,0.0
LOAN002285,CUST01901,242375,Auto Loan,120,120,ONGOING,0.0
LOAN008046,CUST00121,154117,,14.41,36,Paid,0.57
LOAN006017,CUST04628,750688,car loan,10.61,48,Closed,nan
LOAN007031,CUST01500,2068476,Mortgage,8.22,240,Bad Debt,0.0
LOAN001565,CUST05328,387275,PL,14.11,120,Paid Off,0.0
LOAN003980,CUST05287,1308208,Vehicle Loan,9.71,24,Closed,0.99
LOAN000213,CUST01281,1379695,Car Loan,10.34,24,Current,0.01
LOAN000106,CUST03280,745496,BUSINESS LOAN,12.85,240,Open,99
