Customer_ID,Age,Gender,Income,Employment_Type,Years_of_Employment,Credit_Score
CUST03944,37,Female,221154,Entrepreneur,14,542
CUST01048,32,Male,219210,Entrepreneur,1,757
CUST00105,61,Male,107513,Full-Time,34,763
CUST03473,130,NULL,137105,Salaried,17,752
CUST04798,26,M,214843,Business owner,4,598
CUST00598,31,f,44481,Self employed,1,658
CUST00651,62,Male ,48306,SE,#N/A,706
CUST02639,23,Male ,61301/-,Sal.,2,nan
CUST04414,52,m,105494,Full-Time,24,850
CUST02104,42,F,157822,Biz Owner,12,747
CUST02874,53,Male,55745,salaried,7,753
CUST01830,31,Male ,34921,freelancer,2,689
CUST00240,22,male,"$40,483",Self-Employed,2,743
CUST00201,#N/A, Female,92268,Sal.,2,683
CUST01288,39,MALE,79068,Unknown,12,798
CUST00087,32,Female,98595,salaried,12,716
CUST00830,55,f,#N/A,freelancer,17, 
CUST00391,53,MALE,169403,N/A,31,661
CUST01761,21,Female,146761,SALARIED,1,658
CUST02892,57, Female,50188,Salaried,10,731
CUST04289,38,female,96865,salaried,10,729
CUST00659,39,FEMALE,78439,SALARIED,10,680
CUST02965,Unknown,NULL,114088,SALARIED, ,659
CUST02812,56,female,68985,salaried,29,706
CUST05978,30,Male,60559,Freelancer,1,999
CUST04926,50,Male ,93733,Entrepreneur,2,646
CUST01065,0,female,31667,FREELANCER,22,619
CUST04493,22,M,130414,Sal.,N/A,663
CUST00778,65,female,99247.00,salaried,19,671
CUST05310,32,m,22744,nan,999,850
CUST05793,29,f,Unknown,salaried,9,641
CUST00046,130,N/A,54117,Business Owner,1,647
CUST02866,30,f,146898,Full-Time,6,674
CUST00401,58,M,50610,SALARIED,29,604
CUST04634,65,Male ,1727,UNEMPLOYED,0,588
CUST04614,-5,Male ,,Salaried,1,664
CUST05908,47,F,NULL,SALARIED,20,709
CUST03032,38,Female,39942,Free Lancer,5,705
CUST00296,59,male,7681,UNEMPLOYED,0,509
CUST02838,28,M,44156,SALARIED,5,579
CUST05832,44,male,91428,Self employed,9,625
CUST01941,32,male,68299,self-employed,3,769
CUST00783,28,Female,96010,Entrepreneur,7,724
CUST02384,60,m,52265,Salaried,31,718
CUST05543,41,Male ,#N/A,SALARIED,1,725
CUST05691,56,male,92175,Salaried,,465
CUST04706,56,f,92872,SALARIED,25,551
CUST04974,27,male,59602,Sal.,3,722
CUST03692,24,MALE,55036,NULL,1,652
CUST01741,NULL,m,94041,Self-Employed,-3,803
CUST04251,57,female,34185,Self employed,18,#N/A
CUST02692,31,Male ,4852,Not Employed,0,681
CUST02714,56,,7321,NULL,0,605
CUST04355,58,Female,136353.00,SALARIED,3,701
CUST00252,25,f,INR 159917,Entrepreneur,4,777
CUST04975,35,male,INR 75637,Salaried,3,773
CUST00526,35,male,,Full-Time,4,749
CUST05249,44, Female,-1,Full-Time,22,788
CUST02236,54,non-binary,59678,Entrepreneur,23,714
CUST01758,49,Male ,73258,Salaried,4,673
CUST01970,64, Female,57371,SE,8,628
CUST02814,46,FEMALE,"$8,391",Not Employed,0,631
CUST01934,53,F,59476,Sal.,1,816
CUST05679,57,female,116947, ,4,605
CUST04764,39,FEMALE,41190,Gig Worker,18,759
CUST00535,38,Other,29790,FREELANCER,7,624
CUST05337,49,male,112102,Salaried,18,630
CUST00673,38,m,144157,Business Owner,Unknown,658
CUST04644,48,FEMALE,91793,Self employed,13,839
CUST05956,35,Male,114290,salaried,2,722
CUST02934,42,MALE,137905,salaried,19,609
CUST03457,37, Female,39134,Full-Time,16,850
CUST03938,63,Male ,39601,Self Employed,,756
CUST05964,50,F,71133,Free Lancer,NULL,738
CUST05484,26,Male ,80381,Full-Time,6,739
CUST05680,56,FEMALE,37026,SALARIED,9,850
CUST01202,50,Male,44340,Salaried,19,745
CUST05088,32, Female,96149,Full-Time,12,672
CUST04113,38,male,99720,SALARIED,15,780
CUST05192,45,male,133084,salaried,24,576
CUST05659,42,Female,27445,Self Employed,4,610
CUST04843,62,Female,123066,salaried,13,812
CUST05506,52,Female,4187,UNEMPLOYED,0,633
CUST04799,44, Female,9274,Not Employed,0,697
CUST03476,28,Male,66319,Self Employed,6,627
CUST02573,45,female,124932,Full-Time,999,525
CUST02137,56,female,68817,salaried,19,847
CUST02446,38, Female,9590,Not Employed,0,825
CUST04607,32,m,105041,Full-Time,11,782
CUST04792,41,MALE,-1,Freelancer,21,745
CUST03264,29,Female,195941,Biz Owner,9,714
CUST02876,41,F,230714,BUSINESS OWNER,12,747
CUST04205,62,MALE,99050,SALARIED,N/A,534
CUST02674,Unknown,FEMALE,78463,Self employed,15,
CUST01575,7,N/A,44788,FREELANCER,1,634
CUST00878,63,F,114408,SALARIED,34,703
CUST04687,42,Male,3918,unemployed,0,667
CUST01573,27,m,122308,NULL,3,742
CUST02816,52,FEMALE,20922,SE,17,798
CUST04891,32,NB,86581,Sal.,7,770
CUST01369,21,FEMALE,135305,Salaried,1,850
CUST04993,32,NULL,128478,SALARIED,3,671
CUST04393,64,m,,salaried,7,811
CUST03700,35,Female,61762,self-employed, ,806
CUST03666,62,male,52337,Free Lancer,33,747
CUST03493,41,MALE,112279,Self employed,16,758
CUST01091,0,Male,85946,Full-Time,1,787
CUST00654,43,N/A,230751,Entrepreneur,16,595
CUST00395,36,FEMALE,55020,salaried,16,721
CUST02773,32,f,135495,salaried,100,596
CUST05746,59,M,NULL,Salaried,20,706
CUST05011,-5,Female,115961,SALARIED,N/A,637
CUST01912,0,F,Unknown,salaried,12, 
CUST01829,42,Non binary,116818,Full-Time,11,834
CUST04652,25,MALE,122786,SALARIED,4,Unknown
CUST03337,64, Female,21879,FREELANCER,31,716
CUST04094,45,Female,78093,NULL,6,711
CUST01252,52,male,113655,salaried,29,753
CUST01867,29,F,125519,Salaried,1,746
CUST02761,63,Female,72236,#N/A,29,665
CUST03788,36, ,47697,,100,673
CUST04477,24,M,INR 46785,Freelancer,1,749
CUST02377,58,male,63593,Sal.,30,656
CUST03216,0,MALE,129587,SALARIED,3,722
CUST04169,50,Male,NULL,BUSINESS OWNER,27,691
CUST02296,39,m,148229,salaried,11,809
CUST03352,64,male,270140,BUSINESS OWNER,12,850
CUST04602,26,F,130584,Full-Time,,752
CUST00517,#N/A,female,65824,freelancer,25,850
CUST02604,36,M,262917,Business owner,13,708
CUST05238,38,MALE,101832,Biz Owner, ,850
CUST01776,NULL,female,48072,salaried,15,715
CUST02068,62,FEMALE,86135,Full-Time,26,645
CUST02614,53,MALE,97011,Full-Time,7,656
CUST05851,33,Male,144586,Business Owner,2,581
CUST04664,62,FEMALE,117176,SALARIED,20,841
CUST05726,58, Female,213284,Biz Owner,32,800
CUST05846,59, Female,39866,Sal.,NULL,850
CUST04556,46, Female,124922,salaried,7,668
CUST02218,21,female,52960.00,Business Owner,1,626
CUST03453,44,M,55032,freelancer,11,732
CUST00119,21,Female,#N/A,Biz Owner,1,687
CUST02988,62,Female,74516,Free Lancer,20,767
CUST00715,58,male,49744,Salaried,20,598
CUST01968,45,#N/A,187578,Entrepreneur,11,733
CUST03951,23,male,88619,Sal.,2,573
CUST05644,26,FEMALE,7954,Unemployed,0,715
CUST01033,38,Male,121641,Salaried,7,622
CUST05279,45,FEMALE,68375,Free Lancer,8,734
CUST05867,32,female,44775,Gig Worker,8,770
CUST01017,60,M,110732,Self employed,13,830
CUST01251,57,Female,47075,Self-Employed,24,706
CUST03577,#N/A, Female,121815,SALARIED,4,656
CUST02305,21,male,113906,Full-Time,1,683
CUST02327,29,f,"$90,805",Self employed,1,573
CUST04862,27,f,57402,Self Employed,5,612
CUST01355,26,Male ,110838,salaried,3,629
CUST00881,22,Male,125156,Salaried,2,440
CUST03980,24,f,146777,SALARIED,3,708
CUST02593,22, Female,44883,Gig Worker,1,559
CUST05334,27, Female,226861,Business owner,2,551
CUST01092,45,f,77132,Sal.,18,703
CUST00643,34,m,47404,salaried,nan,782
CUST04372,46,Male ,120182,Entrepreneur,17,NULL
CUST00933,50,Male ,124044,Full-Time,11,657
CUST02789,33, Female,59411,Salaried,13,766
CUST03880,63,FEMALE,251082,Biz Owner,33,850
CUST05159,62,FEMALE,48670,Sal.,31,755
CUST01658,30,M,82592,self-employed, ,599
CUST02011,#N/A,FEMALE,79637,Full-Time,20,644
CUST05557,44,m,85091,Sal.,3,713
CUST05004,64, Female,49814,Full-Time,11,616
CUST03356,62,M,46739,SE,35,730
CUST05699,27,M,97843,salaried,7,772
CUST01123,60,F,224442,Biz Owner,25,768
CUST00980,56,Male,NULL,SE,19,835
CUST04980,28,Other,113779,Self employed,7,726
CUST05401,,N/A,140435,Full-Time,2,719
CUST04197,31,M,74560,SALARIED,5,555
CUST04264,33,m,95191,Sal.,11,724
CUST03698,24,Female,82102,Self employed,2,738
CUST00520,47,MALE,56643.00,Salaried,23,678
CUST02912,38,FEMALE,58685,Entrepreneur,7,712
CUST05389,48,m,72966,SE,nan,551
CUST01493,52,F,NULL,Full-Time,17,649
CUST02391,41, Female,41630,salaried,10,721
CUST03290,49,Female,"$233,224",Business owner,,850
CUST01199,43,female,66345,FREELANCER,20,633
CUST05653,50,m,143349,Sal.,7,737
CUST00746,30,m,96368,Salaried,2,718
CUST03478,64,Male ,133736,salaried,35,N/A
CUST02167,61,female,INR 4486,unemployed,0,599
CUST02438,46,Male ,28647,Gig Worker,2,762
CUST05103,,F,123190,Entrepreneur,33,814
CUST04110,50,FEMALE,#N/A,SALARIED,10,639
CUST05486,40,m,118992,SE,4, 
CUST03569,31,FEMALE,2158,UNEMPLOYED,0,735
CUST00372,46,male,,Entrepreneur,17,1200
CUST00264,64,Female,81122,SE,5,720
CUST00566,41,,147161,Salaried,,775
CUST02419,23,m,61114,Biz Owner,2,765
CUST03945,58,MALE,78148,FREELANCER,26,678
CUST02756,55,Female,129353,Full-Time,27,633
CUST01196,62,female,25237,Self-Employed,12,720
CUST05030,30,m,2000,Unemployed,0,676
CUST00576,40,Male,106810,SALARIED,11,748
CUST02440,47,Male ,112030,SE,2,699
CUST01663,59,M,123993,SALARIED,8,838
CUST05227,22,Female,70754,Free Lancer,1,NULL
CUST03626,30,Male,52130,SALARIED,2,509
CUST05294,56,Female,89502,salaried,25,632
CUST00055,#N/A,M,42389,SE,21,785
CUST04045,24,M,24040/-,freelancer,1,639
CUST02097,37,male,112674.00,Full-Time,4,677
CUST02819,33,f,182164,Entrepreneur,NULL,607
CUST04249,32,f,75291,Business owner,9,834
CUST02509,60,m,92587,SALARIED,4,850
CUST03752,65,MALE,108145,SALARIED,NULL,657
CUST00501,62,FEMALE,Unknown,SE,27,808
CUST02176,45,Female,99999999,,25,850
CUST01932,29,male,INR 29197,SE,#N/A,NULL
CUST03833,43,nan,6860,unemployed,0,999
CUST01386,25,M,114305,Full-Time,2,#N/A
CUST00603,54,m,105335,Salaried,10,844
CUST04811,60,Male,94484,Full-Time,N/A,714
CUST03006,42,NULL,49800,SALARIED,3,745
CUST03533,52,female,183686,BUSINESS OWNER,32,nan
CUST03679,61,MALE,89987,Full-Time,6,552
CUST00588,26,,nan,Sal.,5,731
CUST01114,49,male,36319,Free Lancer,29,754
CUST03429,50,Male,34322,SE,21,676
CUST05991,62,MALE,48674,salaried,21,652
CUST01203,41,Female,121918,Sal.,4,688
CUST04932,23,MALE,61354,SALARIED,3,600
CUST03732,32,f,"$119,518",Salaried,5,628
CUST03743,63, Female,113661,Self Employed,17,636
CUST05751,23,f,39773.00,Sal.,3,630
CUST01134,56,FEMALE,116981,Self Employed,10,713
CUST05598,48,Female,46798,FREELANCER,4,Unknown
CUST03135,45,male,134878,Business Owner,21,682
CUST05819,24, Female,34336,Sal.,1,701
CUST05196,61,MALE,93521,salaried,24,726
CUST04451,39,Male ,INR 4545,unemployed,0,696
CUST01588,45,Male ,76613,Self employed,20,826
CUST04577,30,male,Unknown,Free Lancer,1,713
CUST05410, ,Male ,74152,Self employed,3,795
CUST00892,32,m,66560,self-employed,6,694
CUST00434,48,Male ,129748,Full-Time,11,642
CUST05425,53,Male ,33243,Full-Time,31,747
CUST05921,50,M,128161,SALARIED,18, 
CUST04830,43,FEMALE,106241,BUSINESS OWNER,14,
CUST02178,34,male,91397,Self Employed,3,714
CUST02125,63,Male,81727,Salaried,18,722
CUST00473,47,Female,74812,Salaried,4,600
CUST01478,25,Male,73218,Self-Employed,3,627
CUST00163,30,F,39621,salaried,3,750
CUST05451,43,female,71860,Sal.,#N/A,645
CUST00577,54,f,34643,Sal.,25,644
CUST04676,60,f,142016,SALARIED,20,715
CUST00442,61,MALE,145189,Sal.,25,652
CUST05839,55,female,57737,SE,9,695
CUST02903,63,F,48886,salaried,18,850
CUST00693,32,m,1766.00,Not Employed,0,799
CUST05258,50,female,100705,Entrepreneur,14,775
CUST01565,40,Female,39972,SE,11,787
CUST05259,28,FEMALE,N/A,Self Employed,3,539
CUST04427,26,female,69024,Freelancer,-3,713
CUST00732,64,m,38300,Sal.,NULL,Unknown
CUST04085,32, Female,153731,BUSINESS OWNER,2,718
CUST04833,54,MALE,52711,Sal.,11,704
CUST00918,61, Female,Unknown,Full-Time,33,764
CUST01052,58,MALE,84502,SALARIED,15,675
CUST00445,60,Male,120697,Biz Owner,5,769
CUST04236,21,Female,95694,Salaried,1,850
CUST05304,36,Male,93385,Sal.,4,808
CUST03519,29,F,1833,Jobless,0,630
CUST05511,52,MALE,258909,Business Owner,31,828
CUST02385,37,MALE,103779,SALARIED,15,567
CUST03116,34,F,185616,Biz Owner,12,835
CUST00799,45,Female,146211,Full-Time,Unknown,789
CUST03563,54,Male ,34238,Freelancer,2,677
CUST04268,45,Male ,113934,Self employed,#N/A,654
CUST05249,44, Female,-1,Full-Time,22,788
CUST02495,63,Male ,28539,self-employed,29,716
CUST00675,24,male,266053,BUSINESS OWNER,4,798
CUST05391,44,M,282520,#N/A,11,800
CUST04301,59,f,92089,BUSINESS OWNER,1,747
CUST05478,62,MALE,105383,Sal.,5,654
CUST00409,51,M,147804,Full-Time,11,735
CUST03292,33,nan,115111,Self employed,4,651
CUST04513,25,F,N/A,freelancer,3,651
CUST02503,26,FEMALE,52850,Free Lancer,4,745
CUST04959,43,F,135449,SALARIED,9,756
CUST02540,45,Male ,132112,Salaried,17,834
CUST01046,41, Female,151373,Entrepreneur,6,784
CUST01764,46,female,113391,Full-Time,21,748
CUST03446,65,f,143327,Sal.,29,820
CUST01133,28,m,253663/-,Business Owner,100,614
CUST02848,21, Female,80422,Sal.,-3,770
CUST03131,41,NULL,9344,Unemployed,999,556
CUST05794,62,Male ,149346,Business Owner,8,661
CUST00322, ,Female,30690,Sal.,3,576
CUST05381,30,F,157569/-,BUSINESS OWNER,2,546
CUST05727,55, Female,30803,Free Lancer,3,761
CUST00170,29,F,234448.00,Entrepreneur,3,648
CUST00216,nan,FEMALE,143426,SALARIED,1,621
CUST03556,45,female,nan,Business Owner,23,750
CUST05405,56,female,70736,salaried,11,850
CUST02907,48,Male,123560,Full-Time,17,819
CUST04927,-5, Female,INR 6095,UNEMPLOYED,0,596
CUST00529,28,f,74026,Sal.,8,775
CUST05737,54,F,81045,self-employed,26,635
CUST02742,32,Female,229841,Business Owner,7,727
CUST01708,43,male,44509,Salaried, ,687
CUST05736,23,M,78851,Self Employed,1,850
CUST02970,37,Female,"$49,527",Gig Worker,1,554
CUST04650,40,Female,57245,SALARIED,3,655
CUST01460,28,FEMALE,93390,salaried,#N/A,842
CUST01419,,F,40702,NULL,8,725
CUST04701,61,Unknown,26656,freelancer,31,623
CUST01622,24,male,61541,Salaried,4,567
CUST03499,26,M,62051,Self-Employed,#N/A,586
CUST00430,32,f,102197,Self employed,11,722
CUST03771,57,F,124839,Sal.,13,539
CUST02633,64,m, ,Entrepreneur,2,814
CUST03364,51,M,114284,Sal.,4,668
CUST03663,36,NB,135176,nan,12,686
CUST02858,63,Female,92204,self-employed,24,696
CUST03124,50,MALE,63055,SE,20,825
CUST05799,35,FEMALE,44037,nan,12,689
CUST02456,46,f,35612,Full-Time,23,766
CUST03707,61,Male,90320,SE,29,846
CUST05478,62,MALE,105383,Sal.,5,654
CUST04117,21,female,79416,salaried,NULL,648
CUST02333,35,male,58792,Free Lancer,1,833
CUST04276,22,M,50768,salaried,1,560
CUST01281,43,m,110071,Sal.,3,651
CUST05022,25,M,60853,SALARIED,3,745
CUST05965,21,MALE,Unknown,SE,1,#N/A
CUST03201,59,FEMALE,76264,SALARIED,23,694
CUST00481,42,F,67589,Freelancer,14,705
CUST02407,47,Female,53831,Salaried,24,724
CUST03332,48,F,-1,Entrepreneur,13,732
CUST02360,31,NULL,128821,Salaried,5,728
CUST05885,24,Male ,282828,BUSINESS OWNER,3,639
CUST05493,52,M,22165,Free Lancer,27,647
CUST05748,43,Male,-5000,salaried,11,764
CUST04373,NULL,m,22933,Gig Worker,27,657
CUST05402,41,Male ,65525,Sal.,14,604
CUST05282,39,F,142119,Sal.,13,759
CUST01726,30, Female,Unknown,Full-Time,9,721
CUST02481,42,f,54230,Gig Worker,17,772
CUST02410,50,F,5982,UNEMPLOYED,0,678
CUST05542,52,Male,41447,Sal.,28,799
CUST02063,45,MALE,78311,Self Employed,11,733
CUST01122,44,Male,68723,salaried,23,1200
CUST05587,40,F,108539,Full-Time,11,606
CUST04816,32,M,,Self employed,11,781
CUST02116,51, Female,57392/-,SALARIED,18,N/A
CUST04831,64,M,25516/-,SE,13,850
CUST02808,50,FEMALE,72989,Self Employed,24,613
CUST01011,58,FEMALE,92219,self-employed,1,640
CUST00154,41,MALE,72250,Freelancer,11,719
CUST02615,36,m,131711,SALARIED,5,774
CUST05563,60,female,66123,Gig Worker,10,731
CUST05154,37,m,117548,SALARIED,14,1200
CUST01722,33,f,48703,Self employed,13,756
CUST03918,54,m,219317,Biz Owner,Unknown,850
CUST02055,40,FEMALE,77539,Full-Time,15,841
CUST02161,30,f,20420,SE,5,691
CUST02188,38,M,136457,Salaried,6,600
CUST01674,30,Other,79791,Self-Employed, ,716
CUST04223,59,FEMALE,,N/A,3,725
CUST03388,51,female,52713,NULL,23,767
CUST04912,46,female,89436,Business Owner,15,787
CUST03198,64,f,77395,Sal.,16,794
CUST03841,63,M,49417,self-employed,#N/A,659
CUST01233,24,,50823,Self employed, ,588
CUST02599,55,Female,48953,#N/A,28,850
CUST02436,24,female,137057,Salaried,NULL,753
CUST04657,55,F,54920,self-employed,14,682
CUST05084,60,MALE,45116,SALARIED,3,811
CUST05169,51,Male ,37702,SALARIED,1,509
CUST03007,46,FEMALE,111979,SALARIED,Unknown,705
CUST01887,27,MALE,N/A,Sal.,4,828
CUST05861,44,N/A,122670,Full-Time,8,631
CUST01947,54,F,81808,Full-Time,6,691
CUST02534,34,M,55293.00,Full-Time,3,745
CUST01539,23,#N/A,63647,Salaried,1,nan
CUST03341,,M,123654,Full-Time,999,829
CUST02109,31,Male,202416,Business Owner,2,728
CUST03470,33, Female,213508,Entrepreneur,7,846
CUST01931,26,f,59626,Salaried,6,730
CUST05019,130,Male ,91017,Salaried,999,783
CUST05236,38,M,91749,SALARIED,Unknown,686
CUST04315,25,N/A,62441,Full-Time,4,718
CUST02304,64,male,2388,Jobless,0,709
CUST03491,56, Female,67150,Sal.,15,612
CUST00560,27,F,86205,Sal.,5,-50
CUST03716,30,MALE,59590,Self Employed,2,822
CUST03398,21,Male,31761.00,FREELANCER,1,550
CUST01309,21,Female,109097,Salaried,1,735
CUST04562,60,M,NULL,Jobless,0,750
CUST00488,51,Male ,73742,Sal.,14,775
CUST05694,28,Male ,46208,self-employed,5,754
CUST03256,38,Male ,86849,Self employed,18,696
CUST00439,51,M,"$142,661",Full-Time,27,804
CUST00620,7,FEMALE,178650,Business owner, ,733
CUST00961,53,nan,3666,Unemployed,0,573
CUST03753,56,Male,71485.00,Self Employed,15,599
CUST05915,58,F,119946,Self-Employed,35,764
CUST02886,36,Female,N/A,Sal.,5,647
CUST04311,33,M,77724,Gig Worker,7,767
CUST03088,45,female,68645,SALARIED,4,628
CUST01047,39,male,43134,self-employed,4,544
CUST02193,49,female,"$141,621",SALARIED,13,633
CUST00136,55,female,92811,salaried,1,567
CUST02767,58,non-binary,44261,SALARIED,3,766
CUST02944,26,MALE,92117,Salaried,5,#N/A
CUST05914,26, Female,93422,Self Employed,5,524
CUST02072,59,M,35256,Salaried,34,850
CUST02888,32,FEMALE,33822,salaried,1,708
CUST03860,22,female,28481,Self employed,1,662
CUST03958,#N/A,male,82583,Salaried,3,634
CUST05560,38,F,68996,Self employed,N/A,670
CUST01383,42,f,78130,,2,687
CUST00738,31,m,61775,Free Lancer,6,698
CUST03706,56,f,213631,Biz Owner,28,676
CUST04130,42,m,147315,salaried,1,734
CUST00342,23,female,80022,Salaried,3,641
CUST01818,42,female,95231,SALARIED,10,NULL
CUST04353,26,m,89351,Full-Time,5,827
CUST05639,24,M,132149,salaried,1,714
CUST02887,60,Male ,194554,Business owner,28,738
CUST03435,22,M,81829,Salaried,1,823
CUST04935,65,Male ,50157,freelancer,11,633
CUST00006,40,Male ,115637,salaried,8,737
CUST01606,59,Male ,76975,FREELANCER,30,830
CUST00096,39,FEMALE,"$101,586",Salaried,17,697
CUST03845,23,F,115066,SALARIED,2,678
CUST01967,52,female,43590,Sal.,7,795
CUST03913,23,M,29453,Self-Employed,2,734
CUST04056,56,f,126282,Unknown,34,848
CUST00350,60,Female,70156,Self Employed,3,788
CUST05251,45,Female,64524,Freelancer,5,774
CUST03765,64,MALE,142784,salaried,19,nan
CUST00021,56,m,130620,salaried,25,706
CUST01836,62,Male,53605,FREELANCER,16,777
CUST04466,59,female,38201,Self-Employed,22,657
CUST03989,43,MALE,-5000,Self Employed,22,849
CUST05110,27,f,46060,SALARIED,1,692
CUST04504,21,F,8699,Unemployed,0,649
CUST05637,42,F,120786.00,Business Owner,2,747
CUST05866,65,f,68385,N/A,19,665
CUST03040,50,F,Unknown,Sal.,11,747
CUST02855,52, Female,36778,self-employed,27,499
CUST02421,40,Unknown,84749,Salaried,14,704
CUST03816,49,Male,35203,salaried,8,677
CUST04589,32,female,130050,salaried,2,532
CUST02922,23,Female,138146,Sal.,3,689
CUST04911,7,MALE,73911,SALARIED,7,585
CUST03384,32,M,198053,BUSINESS OWNER,4,683
CUST01487,39,female,86816,SALARIED,Unknown,690
CUST00068,36,Male,INR 63494,SE,9,NULL
CUST02626,48,female,INR 112863,salaried,5,Unknown
CUST04185,Unknown,F,123891,Sal.,19,587
CUST05240,62,m,-1,Business Owner,34,730
CUST00492,30,m,59741,self-employed,3,633
CUST05657,62,Male ,53225,NULL,-3,677
CUST01930,25,Female,36567,SALARIED,4,704
CUST02820,41,male,128800,Business Owner,9,721
CUST03407,60,NULL,48867,Salaried,7,614
CUST01171,61,Male ,66027,salaried,Unknown,673
CUST01324,26,MALE,,salaried,6,687
CUST00852,65,Male ,36811,Salaried,18,546
CUST00981,30,f,NULL,salaried,1,673
CUST02369,50,m,201789,Business Owner,18,757
CUST02668,31,Female,146577,Business owner,11,0
CUST05168,59,f,99999999,Entrepreneur,7,674
CUST05307,54,f,92259,Biz Owner,4,533
CUST05278,50, Female,#N/A,Self Employed,10,629
CUST04853,25,male,7617,Jobless,0,639
CUST00937,57, Female,88089,Self employed,NULL,775
CUST01804,28,Female,99243,salaried,6,850
CUST02522,30,FEMALE,18260,Freelancer,1,708
CUST00275,30,F,64624.00,SE,7,748
CUST05116,7,FEMALE,#N/A,Sal.,5,804
CUST03580,53,Male ,"$76,711",Self-Employed,20,798
CUST05715,31,Male,141711,Full-Time,2,805
CUST05442,43,f,125029/-,Business Owner,8,776
CUST03703,53,f,136598,Full-Time,5,718
CUST05106,51,f,70324,Full-Time,4,690
CUST03462,59,Male ,105288,SALARIED,15,765
CUST00997,25,M,79118/-,SALARIED,1,692
CUST03568,56,Male ,147893,Sal.,1,749
CUST00258,23,Male,57835,Sal.,1,654
CUST01754,37,,95171,salaried,4,691
CUST05191,57,Male,99999999.00,Self Employed,3,624
CUST01398,29, Female,113726,N/A,8,Unknown
CUST00941,34,f,143053,salaried,6,647
CUST02563,29,m,101859,self-employed,4,667
CUST02048,38,FEMALE,73205,Free Lancer,16,757
CUST05256,36,F,94320,Business Owner,10,781
CUST03940,60,MALE,29785,Self Employed,3,750
CUST05198,55,nan,35051,Sal.,20,655
CUST02825,52,Male,79797,Self employed,27,#N/A
CUST05127,,F,27395,freelancer,3,646
CUST02864,56,Male ,112736,Salaried,6,596
CUST02712,30,Male ,138094,Salaried,3,720
CUST02658,60,FEMALE,102412,Salaried,21,778
CUST05231,22,f, ,Self Employed,1,631
CUST05267,35,female,nan,Self Employed,2,694
CUST05356,25,Male ,96813,Business owner,1,850
CUST00667,53,Female,108038,salaried,7,646
CUST02969,61,M,145176,Salaried,7,840
CUST01863,38,,124256,Full-Time,-3,715
CUST04306,32,MALE,73910,salaried,11,626
CUST01067,#N/A,F,105289,Sal.,2,843
CUST01535,N/A,MALE,197462,BUSINESS OWNER,25,683
CUST04728,40,NULL,Unknown,Full-Time,14,833
CUST03784,62,MALE,4850, ,0,555
CUST05875,46,M,66885,Salaried,16,734
CUST04293,59,f,131115,Sal.,19,709
CUST05009,55,MALE,33552,Freelancer,23,660
CUST00330,-5, Female,149633,SALARIED,21,730
CUST01560,44, Female,34617,Full-Time,1,647
CUST04318,45,Female, ,Salaried,6,713
CUST01738,50,M,208831,Entrepreneur,18,817
CUST05887,44,F,218151,Business owner,23,805
CUST03741,64,Female,101567,Biz Owner,2,742
CUST03181,58,M,95600.00,salaried,34,709
CUST00722,28,f,61335,SALARIED, ,796
CUST03615,41,m,2174,Not Employed,0,712
CUST00979,49,MALE,70245,SALARIED,29,745
CUST03194,46,M,110279,SALARIED,10,741
CUST01257,46,male,59318,Full-Time,15,724
CUST04532,53, ,129715,SALARIED,18,657
CUST05359,55,F,55453,Salaried,11,667
CUST02374,25,f,75709,Sal.,1,675
CUST00712,58,Male,130432,salaried,4,673
CUST00834,63,female,39231,Free Lancer,15,795
CUST05302,57,Female,63621,Salaried,24,712
CUST04789,40,f,2425,Unknown,0,850
CUST05326,51, Female,99099,Sal.,29,788
CUST05815,62,f,59691,Full-Time,33,723
CUST04494,0,FEMALE,64248,Business Owner,17,nan
CUST05529,60,Female,30438,Sal.,10,NULL
CUST00043,24,F,51844,freelancer,2,750
CUST01188,44,female,63609,FREELANCER,24,677
CUST02077,NULL, Female,79768,Self-Employed, ,737
CUST04155,33,M,#N/A,SALARIED,5,627
CUST04071,32,Female,58093,Self employed,5,821
CUST01042,48,Male,139604,Salaried,11,786
CUST04896,52,m,81738,Salaried,29,727
CUST00361,32,FEMALE,51272,Full-Time,N/A,nan
CUST01868,51,m,50083,Self-Employed,13,821
CUST00341,61,Female,112847,Salaried,3,629
CUST05997, ,male,133858,BUSINESS OWNER,14,687
CUST03750,64,MALE,62067,Self-Employed,20,831
CUST00555,39,M,34957,Free Lancer,11,667
CUST03733,51, Female,28222,nan,17,723
CUST04081,37,f,133745,salaried,15,NULL
CUST02342,58,f,66677,SE,12,786
CUST04384,42,MALE,130068,SALARIED,3,662
CUST01265,-5,f,-5000,SALARIED,N/A,833
CUST00533,N/A, Female,245669,Biz Owner,1,562
CUST01165,64,M,25598,SE,23,771
CUST00608,44, Female,31996,self-employed,2,537
CUST04534,52,Male ,90788,Sal.,10,786
CUST01025,41,f,46636,Full-Time,12,706
CUST00680,49,F,57393,self-employed,19,728
CUST05645,41,M,98483,Full-Time,11,712
CUST01824,39,Male ,137256,Full-Time,1,693
CUST01629,nan,Female,,Sal.,17,NULL
CUST03428,#N/A,Male,78892,Gig Worker,9,714
CUST05977,Unknown,male,60589,Sal.,9,554
CUST04400,47,M,67712,Salaried,23,662
CUST00704,52,N/A,42061,Sal.,9,583
CUST05441,38,M,35359,Self employed,5,653
